book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title
7232,70241,70241,68058,81,312420331,9780312420340.0,J.G. Ballard,1973.0,Crash,Crash
7233,769016,769016,2738870,61,380811960,9780380811960.0,"Adele Faber, Elaine Mazlish, Kimberly Ann Coe",1979.0,How to Talk So Teens Will Listen and Listen So Teens Will Talk,How to Talk So Kids Will Listen & Listen So Kids Will Talk
7234,294951,294951,286201,16,879101369,9780879101370.0,"Joseph Stein, Jerry Bock, Sheldon Harnick",1964.0,Fiddler On the Roof: Based on Sholom Aleichem's Stories,Fiddler on the Roof
7235,17607848,17607848,24566340,24,1459245954,9781459245950.0,Sylvia Day,2013.0,Afterburn,"Afterburn (Jax & Gia, #1)"
7236,7926,7926,361114,31,385732953,9780385732960.0,Sydney Taylor,1951.0,All-of-a-Kind Family,"All-of-a-Kind Family (All-of-a-Kind Family, #1)"
7237,18114057,22668803,25441287,19,525953183,9780525953180.0,Daniel Suarez,2014.0,Influx,Influx
7238,15560,15560,589782,29,345396553,9780345396560.0,Terry Brooks,2000.0,Ilse Witch ,"Ilse Witch (Voyage of the Jerle Shannara, #1)"
7239,95420,95420,695094,22,375701044,9780375701050.0,Katharine Graham,1997.0,Personal History,Personal History
7240,27824826,27824826,47804789,45,,,Jane Harper,2017.0,The Dry,"The Dry (Aaron Falk, #1)"
7241,40320,40320,3173182,23,312983271,9780312983280.0,"Janet Evanovich, Charlotte Hughes",1981.0,Full House,Full House (Full #1)
7242,291,291,1676536,119,806501901,9780806501900.0,"Kahlil Gibran, Anthony R. Ferris",1912.0,الأجنحة المتكسرة,The Broken Wings
7243,14889780,14889780,21366940,43,446554995,9780446554990.0,"Douglas Preston, Lincoln Child",2012.0,Two Graves,"Two Graves (Pendergast, #12)"
7244,13109291,13109291,18282611,18,62116851,9780062116860.0,Robin Hobb,2013.0,Blood of Dragons,"Blood of Dragons (Rain Wild Chronicles, #4)"
7245,539904,539904,1246930,38,450837319,9780450837320.0,Cornelius Ryan,1974.0,A Bridge Too Far,A Bridge Too Far
7246,87220,87220,963222,33,60540745,9780060540750.0,Jerry Spinelli,2002.0,Loser,Loser
7247,498835,498835,1027521,81,752860550,9780752860560.0,Kate Mosse,2007.0,Sepulchre,"Sepulchre (Languedoc, #2)"
7248,7778609,7778609,10693559,23,61714313,9780061714310.0,Richard Kadrey,2010.0,,"Kill the Dead (Sandman Slim, #2)"
7249,100247,100247,96659,11,812992180,9780812992180.0,Rolf Potts,2002.0,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel
7250,12383252,12383252,17363999,19,425247546,9780425247550.0,Laurell K. Hamilton,2012.0,Kiss the Dead,"Kiss the Dead (Anita Blake, Vampire Hunter #21)"
7251,10775,10775,476408,77,684804522,9780684804520.0,Ernest Hemingway,1985.0,The Garden of Eden,The Garden of Eden
7252,1333030,1333030,1322547,23,425219437,9780425219430.0,Maya Banks,2008.0,"Sweet Surrender (Sweet Series, #1)","Sweet Surrender (Sweet, #1)"
7253,22875,22875,409548,34,345418476,9780345418470.0,Stephen R. Donaldson,1982.0,The One Tree,"The One Tree (The Second Chronicles of Thomas Covenant, #2)"
7254,24816,24816,2369970,23,836217691,9780836217700.0,Bill Watterson,1994.0,Homicidal Psycho Jungle Cat: A Calvin and Hobbes Collection,Homicidal Psycho Jungle Cat: A Calvin and Hobbes Collection
7255,17190226,17190226,23642301,16,,9781482334300.0,J.C. Reed,2013.0,Surrender Your Love,"Surrender Your Love (Surrender Your Love, #1)"
7256,17985262,17699389,24581193,35,,,Matthew Mather,2013.0,CyberStorm,CyberStorm
7257,24476,24476,1596506,21,743406567,9780743406570.0,Chuck Klosterman,2001.0,Fargo Rock City: A Heavy Metal Odyssey in Rural North Dakota,Fargo Rock City: A Heavy Metal Odyssey in Rural North Dakota
7258,795034,795034,19075137,40,886775981,9780886775990.0,Tad Williams,1993.0,To Green Angel Tower (Siege),"To Green Angel Tower, Part 1 (Memory, Sorrow, and Thorn, #3; Part 1)"
7259,6818019,6818019,7026660,47,307589676,9780307589680.0,"Nujood Ali, Delphine Minoui, Linda Coverdale",2009.0,"Moi Nojoud, 10 ans, divorcée","I Am Nujood, Age 10 and Divorced"
7260,43798,43798,2926011,25,345376048,9780345376050.0,Anne Rice,1979.0,The Feast of All Saints,The Feast of All Saints
7261,18453074,18453074,26098475,32,316033979,9780316033980.0,Joshua Ferris,2014.0,To rise again at a decent hour,To Rise Again at a Decent Hour
7262,150720,150720,1632,9,571199976,9780571199980.0,David Auburn,2000.0,Proof: A Play,Proof
7263,121581,121581,49669,32,441653049,9780441653040.0,"Robert A. Heinlein, Damon Knight",1967.0,The Past through Tomorrow,"The Past Through Tomorrow (Future History, #1-21)"
7264,86525,86525,90300,25,394720954,9780394720950.0,Robert A. Caro,2002.0,Master of the Senate,"Master of the Senate (The Years of Lyndon Johnson, #3)"
7265,15722284,15722284,21396257,30,,,Dean Koontz,2015.0,Saint Odd,"Saint Odd (Odd Thomas, #7)"
7266,6671,6671,3159194,71,037581423X,9780375814240.0,Roald Dahl,1977.0,The Wonderful Story Of Henry Sugar And Six More,The Wonderful Story of Henry Sugar and Six More
7267,140091,140091,2047552,43,802757693,9780802757690.0,Charlaine Harris,1990.0,,"Real Murders (Aurora Teagarden, #1)"
7268,7926242,7926242,11239961,58,399157212,9780399157220.0,Patricia Cornwell,2010.0,Port Mortuary,"Port Mortuary (Kay Scarpetta, #18)"
7269,672948,672948,165384,109,449912450,9780449912450.0,Erich Maria Remarque,1945.0,Arc de Triomphe,Arch of Triumph: A Novel of a Man Without a Country
7270,154795,154795,149410,31,1563890976,9781563890970.0,"Dan Jurgens, Jerry Ordway, Louise Simonson, Roger Stern, Jon Bogdanove, Tom Grummett, Jackson Butch Guice, Brett Breeding, Rick Burchett, Doug Hazlewood, Dennis Janke, Denis Rodier",1993.0,The Death of Superman,The Death of Superman
7271,144800,144800,938197,57,1841959111,9781841959120.0,Steven Hall,2007.0,The Raw Shark Texts,The Raw Shark Texts
7272,27904311,27904311,46919813,46,1423160924,9781423160920.0,Rick Riordan,2016.0,The Hammer of Thor,"The Hammer of Thor (Magnus Chase and the Gods of Asgard, #2)"
7273,15771862,15771862,21480584,36,,,Sonali Deraniyagala,2013.0,Wave,Wave
7274,1307,1307,728299,25,553295411,9780553295410.0,"Margaret Weis, Tracy Hickman",1991.0,Fire Sea,"Fire Sea (The Death Gate Cycle, #3)"
7275,13547504,13547504,19112644,30,743236718,9780743236710.0,Andrew Solomon,2012.0,"Far from the Tree: Parents, Children, and the Search for Identity","Far from the Tree: Parents, Children, and the Search for Identity"
7276,958277,958277,594845,33,679826424,9780679826420.0,"Barbara Park, Denise Brunkus",1992.0,Junie B. Jones and the Stupid Smelly Bus,"Junie B. Jones and the  Stupid Smelly Bus (Junie B. Jones, #1)"
7277,23887,23887,6325280,161,60882867,9780060882860.0,"Gabriel García Márquez, Gregory Rabassa",1975.0,El otoño del patriarca,The Autumn of the Patriarch
7278,3276637,3276637,3312922,48,7201788,9780007201780.0,Conn Iggulden,2008.0,Bones of the Hills,"Bones of the Hills (Conqueror, #3)"
7279,13330771,13330771,18538423,47,307957241,9780307957240.0,Oliver Sacks,1995.0,Hallucinations,Hallucinations
7280,12444297,12444297,40105040,3,385344414,9780385344420.0,Karen Marie Moning,2015.0,Burned,"Burned (Fever, #7)"
7281,3301759,3301759,18440614,325,,9781496166400.0,Edgar Allan Poe,1841.0,The Murders in the Rue Morgue,The Murders in the Rue Morgue
7282,104086,104086,3238632,52,451458222,9780451458220.0,Guy Gavriel Kay,1984.0,The Summer Tree,The Summer Tree (The Fionavar Tapestry #1)
7283,7909,7909,10931,16,64400964,9780064400960.0,"Maud Hart Lovelace, Lois Lenski",1940.0,Betsy-Tacy,"Betsy-Tacy (Betsy-Tacy, #1)"
7284,2020935,2020935,2799404,16,316014559,9780316014560.0,Sara Zarr,2008.0,Sweethearts,Sweethearts
7285,1474628,1474628,2881737,44,434017841,9780434017840.0,Lauren Groff,2008.0,The Monsters of Templeton,The Monsters of Templeton
7286,18107951,18107951,25429815,26,425263150,9780425263150.0,Charlaine Harris,2014.0,Midnight Crossroad,"Midnight Crossroad (Midnight, Texas, #1)"
7287,269746,269746,2516519,21,553584707,9780553584710.0,Diane Mott Davidson,1990.0,Catering to Nobody,"Catering to Nobody (A Goldy Bear Culinary Mystery, #1)"
7288,12614410,12614410,17632083,23,373210574,9780373210570.0,Julie Kagawa,2012.0,The Lost Prince,"The Lost Prince (The Iron Fey: Call of the Forgotten, #1)"
7289,2095583,2095583,2100943,60,743294386,9780743294390.0,Kathy Reichs,2008.0,Devil Bones,"Devil Bones (Temperance Brennan, #11)"
7290,116114,116114,2504920,59,517223007,9780517223000.0,James  Jones,1951.0,From Here to Eternity,From Here to Eternity
7291,389763,389763,456945,27,1401911846,9781401911840.0,Wayne W. Dyer,1899.0,Change Your Thoughts - Change Your Life: Living the Wisdom of the Tao,Change Your Thoughts - Change Your Life: Living the Wisdom of the Tao
7292,81176,81176,979931,57,446693790,9780446693790.0,Michael Moore,2003.0,"Dude, Where's My Country?","Dude, Where's My Country?"
7293,364089,364089,23123,82,345412214,9780345412220.0,Mario Puzo,1996.0,The Last Don,The Last Don
7294,11995136,11995136,16959274,7,,9789770930920.0,"يوسف زيدان, Youssef Ziedan",2012.0,محال,محال
7295,19452,19452,1300531,43,60724501,9780060724500.0,Meg Cabot,2005.0,Ready or Not,"Ready or Not (All-American Girl, #2)"
7296,128755,128755,2747783,67,743453026,9780743453030.0,Kathy Reichs,2005.0,Cross Bones,"Cross Bones (Temperance Brennan, #8)"
7297,163363,163363,1526762,20,809015803,9780809015800.0,Gerda Weissmann Klein,1959.0,All But My Life,All But My Life: A Memoir
7298,577542,577542,359486,77,688143202,9780688143210.0,"Rudyard Kipling, Jerry Pinkney",1894.0,Rikki-Tikki-Tavi,Rikki-Tikki-Tavi
7299,2249196,2249196,18442054,5,1401218377,9781401218380.0,"Grant Morrison, Frank Quitely",2009.0,"All-Star Superman, Vol. 2","All-Star Superman, Vol. 2"
7300,17345242,17345242,23840347,35,553805444,9780553805440.0,"George R.R. Martin, Elio M. García Jr., Linda Antonsson",2014.0,The World of Ice and Fire,The World of Ice & Fire: The Untold History of Westeros and the Game of Thrones
7301,110386,110386,13341300,48,380820854,9780380820860.0,Julia Quinn,2003.0,"To Sir Phillip, With Love","To Sir Phillip, With Love (Bridgertons, #5)"
7302,454236,454236,1165980,49,140009769X,9781400097690.0,"Nando Parrado, Vince Rause",2006.0,Miracle in the Andes: 72 Days on the Mountain and My Long Trek Home,Miracle in the Andes
7303,17336849,17336849,24069906,5,1484148037,9781484148040.0,Nicole  Williams,2013.0,,"Lost & Found (Lost & Found, #1)"
7304,298730,298730,2901348,13,689839103,9780689839110.0,Margaret Peterson Haddix,2003.0,Among the Barons,"Among the Barons (Shadow Children, #4)"
7305,20912424,20912424,40277782,21,803740816,9780803740820.0,"Kimberly Brubaker Bradley, مرضیه ورشوساز",2015.0,,The War that Saved My Life (The War That Saved My Life #1)
7306,125662,125662,121027,53,439568420,9780439568420.0,R.L. Stine,1992.0,Say Cheese and Die!,"Say Cheese and Die! (Goosebumps, #4)"
7307,328907,328907,891831,18,60932309,9780060932300.0,Bernard Cornwell,1997.0,Sharpe's Tiger,"Sharpe's Tiger (Sharpe, #1)"
7308,207684,207684,2114772,39,60837640,9780060837650.0,Meg Cabot,2007.0,Jinx,Jinx
7309,53064,53064,3458170,62,141181737,9780141181740.0,"Thomas Mann, Joachim Neugroschel",1911.0,Der Tod in Venedig,Death in Venice and Other Tales
7310,21874813,21874813,41166152,24,345539931,9780345539940.0,Alan Bradley,2015.0,As Chimney Sweepers Come to Dust ,"As Chimney Sweepers Come to Dust (Flavia de Luce, #7)"
7311,13258,13258,18650,59,312421990,9780312421990.0,Zoë Heller,2003.0,Notes on a Scandal,What Was She Thinking? [Notes on a Scandal]
7312,25293695,25293695,45020928,22,045147516X,9780451475170.0,J.R. Ward,2016.0,The Beast,"The Beast (Black Dagger Brotherhood, #14)"
7313,65399,65399,982483,22,425193942,9780425193940.0,Dorothea Benton Frank,1999.0,Sullivan's Island,"Sullivan's Island (Lowcountry Tales, #1)"
7314,229149,229149,6740112,14,1892213753,9781892213750.0,"CLAMP, Anita Sengupta",1998.0,カードキャプターさくら 7 [Cardcaptor Sakura 7],"Cardcaptor Sakura: Master of the Clow, Vol. 1 (Cardcaptor Sakura, #7)"
7315,10897866,10897866,15813784,10,1460995457,9781460995460.0,G.P. Ching,2011.0,The Soulkeepers (The Soulkeepers #1),"The Soulkeepers (The Soulkeepers, #1)"
7316,33820,33820,3343186,58,446611913,9780446611920.0,Nelson DeMille,2002.0,Up Country,Up Country
7317,1048645,1048645,2454980,42,439636485,9780439636480.0,Michael Morpurgo,2003.0,Private Peaceful,Private Peaceful
7318,383514,383514,2309133,18,425215679,9780425215680.0,Rhys Bowen,2007.0,Her Royal Spyness (Her Royal Spyness Mysteries #1),"Her Royal Spyness (Her Royal Spyness Mysteries, #1)"
7319,12288282,12288282,17264774,17,,9781101585190.0,Ilona Andrews,2012.0,Gunmetal Magic,"Gunmetal Magic (Kate Daniels, #5.5)"
7320,22381326,22381326,41796499,38,,,Joe Abercrombie,2015.0,Half a War,"Half a War (Shattered Sea, #3)"
7321,10813469,10813469,15727084,6,,,Kristen Ashley,2011.0,,"Rock Chick Renegade (Rock Chick, #4)"
7322,15729261,15729261,21408119,32,,,Jennifer Probst,2012.0,The Marriage Mistake,"The Marriage Mistake (Marriage to a Billionaire, #3)"
7323,886512,886512,2983941,27,694006513,9780694006520.0,Bruce Degen,1982.0,Jamberry,Jamberry
7324,8269450,8269450,13117562,13,385670516,9780385670520.0,Kelley Armstrong,2009.0,"Darkest Powers Trilogy (Darkest Powers, #1-3)","Darkest Powers Trilogy (Darkest Powers, #1-3)"
7325,261604,261604,2976393,23,812570812,9780812570820.0,Elizabeth Haydon,1999.0,Rhapsody: Child of Blood,"Rhapsody: Child of Blood (Symphony of Ages, #1)"
7326,91201,91201,816383,33,553278118,9780553278120.0,Erich Segal,1988.0,Doctors,Doctors
7327,142395,142395,2944319,79,1566562937,9781566562940.0,"Amin Maalouf, Russell Harris",1988.0,Samarcande,Samarkand
7328,7685763,7685763,10338572,35,399156879,9780399156880.0,J.D. Robb,2010.0,Indulgence in Death,"Indulgence in Death (In Death, #31)"
7329,15852479,15852479,21600154,33,316230812,9780316230810.0,NoViolet Bulawayo,2013.0,We Need New Names,We Need New Names
7330,894072,894072,879277,5,307021521,9780307021530.0,Marian Potter,1953.0,The Little Red Caboose (Little Golden Book),The Little Red Caboose (Little Golden Book)
7331,5093760,5093760,5160502,11,451226801,9780451226810.0,Jen Lancaster,2009.0,"Pretty in Plaid: A Life, a Witch, and a Wardrobe, or, the Wonder Years Before the Condescending, Egomanical, Self-Centered Smart-Ass Phase",Pretty in Plaid
7332,180930,180930,503350,28,875421180,9780875421190.0,Scott Cunningham,1988.0,Wicca: A Guide for the Solitary Practitioner,Wicca: A Guide for the Solitary Practitioner
7333,179142,179142,2537034,42,141185465,9780141185460.0,"Arthur Miller, Christopher Bigsby",1947.0,All My Sons,All My Sons
7334,7863274,7863274,11018320,38,330425781,9780330425780.0,Cath Crowley,2010.0,Graffiti Moon,Graffiti Moon
7335,845403,845403,94898,30,688040454,9780688040450.0,John Steptoe,1986.0,Mufaro's Beautiful Daughters: An African Tale,Mufaro's Beautiful Daughters: An African Tale
7336,61904,61904,819610,38,380818612,9780380818620.0,Lois McMaster Bujold,2003.0,Paladin of Souls,"Paladin of Souls (World of the Five Gods, #2)"
7337,13589182,13589182,19176675,23,670024961,9780670024960.0,Robert Greene,2012.0,Mastery,Mastery
7338,4986,4986,1683550,27,743422007,9780743422000.0,Kurt Vonnegut Jr.,1999.0,"God Bless You, Dr. Kevorkian","God Bless You, Dr. Kevorkian"
7339,3090282,3090282,3121382,12,1416551050,9781416551060.0,Molly Wizenberg,2009.0,A Homemade Life: Stories and Recipes from My Kitchen Table,A Homemade Life: Stories and Recipes from My Kitchen Table
7340,138069,138069,133087,18,618007016,9780618007010.0,David Wiesner,2001.0,The Three Pigs,The Three Pigs
7341,26123,26123,26823,36,1400078393,9781400078390.0,Martin E.P. Seligman,1990.0,Learned Optimism: How to Change Your Mind and Your Life,Learned Optimism: How to Change Your Mind and Your Life
7342,7827221,7827221,10880922,17,61779849,9780061779850.0,Kimberly Derting,2011.0,Desires of the Dead,"Desires of the Dead (The Body Finder, #2)"
7343,563887,563887,1426160,9,590462253,9780590462260.0,"John Lawrence Peterson, Roberta Carter Clark",1967.0,The Littles,The Littles
7344,155106,155106,1096604,17,64440192,9780064440200.0,"Peggy Parish, Barbara Siebel Thomas",1966.0,Amelia Bedelia and the Surprise Shower,Amelia Bedelia and the Surprise Shower
7345,12125,12125,213788,42,689851324,9780689851320.0,Cynthia Voigt,1981.0,"Homecoming (Tillerman Family, #1)","Homecoming (Tillerman Cycle, #1)"
7346,112751,112751,990233,35,440240972,9780440240980.0,Karen Marie Moning,2005.0,Spell of the Highlander ,"Spell of the Highlander (Highlander, #7)"
7347,28482,28482,2306480,23,553563696,9780553563700.0,"Margaret Weis, Tracy Hickman",1993.0,The Hand of Chaos,"The Hand of Chaos (The Death Gate Cycle, #5)"
7348,382680,382680,14597583,56,440225442,9780440225450.0,Harlan Coben,1998.0,One False Move,One False Move (Myron Bolitar #5)
7349,62012,62012,1105543,62,380000830,9780380000840.0,Roger Zelazny,1972.0,The Guns of Avalon,The Guns of Avalon (The Chronicles of Amber #2)
7350,163465,163465,1258731,56,435124773,9780435124780.0,Katherine Paterson,1978.0,The Great Gilly Hopkins,The Great Gilly Hopkins
7351,32807,32807,1272308,64,425199320,9780425199330.0,Clive Cussler,2003.0,Trojan Odyssey,"Trojan Odyssey (Dirk Pitt, #17)"
7352,138872,138872,497394,18,345338545,9780345338550.0,James Alexander Thom,1981.0,Follow the River,Follow the River
7353,91571,91571,278178,63,743484908,9780743484910.0,"William Shakespeare, Barbara A. Mowat, Paul Werstine",1603.0,Measure for Measure,Measure for Measure
7354,228221,228221,888386,46,425127583,9780425127580.0,"Owen  West, Dean Koontz",1981.0,The Mask,The Mask
7355,13514612,13514612,19070336,24,1423176375,9781423176370.0,Cristin Terrill,2013.0,All Our Yesterdays,All Our Yesterdays
7356,16218778,16218778,23326865,15,544025830,9780544025840.0,Kimberly Rae Miller,2013.0,,Coming Clean
7357,5368,5368,2522906,70,141009829,9780141009830.0,Kathleen Winsor,1944.0,Forever Amber,Forever Amber 
7358,8619814,8619814,13490451,74,375868704,9780375868700.0,John  Stephens,2011.0,The Emerald Atlas,"The Emerald Atlas (The Books of Beginning, #1)"
7359,28390369,28390369,48487231,32,241144159,9780241144150.0,Zadie Smith,2016.0,Swing Time,Swing Time
7360,42435,42435,41918,24,805073663,9780805073670.0,Doug Stanton,2001.0,In Harm's Way: The Sinking of the U.S.S. Indianapolis and the Extraordinary Story of Its Survivors,In Harm's Way: The Sinking of the U.S.S. Indianapolis and the Extraordinary Story of Its Survivors
7361,1819632,1819632,1819204,13,1598163221,9781598163220.0,Yuna Kagesaki,2003.0,Karin,"Chibi Vampire, Vol. 01"
7362,18667779,18667779,25626888,6,525425888,9780525425880.0,Nina LaCour,2014.0,Everything Leads to You,Everything Leads to You
7363,363851,363851,2621692,22,316058297,9780316058290.0,Wendy Mass,2006.0,Jeremy Fink and the Meaning of Life,Jeremy Fink and the Meaning of Life
7364,216048,216048,209160,14,399237321,9780399237320.0,Patricia Polacco,1998.0,"Thank You, Mr. Falker","Thank You, Mr. Falker"
7365,20821159,20821159,40167043,25,399158448,9780399158440.0,William Gibson,2014.0,The Peripheral,The Peripheral
7366,6464937,6464937,6655407,84,307269760,9780307269770.0,Alice Munro,2009.0,Too Much Happiness,Too Much Happiness
7367,13614836,13614836,19215651,22,162266910X,9781622669100.0,"J. Lynn, Jennifer L. Armentrout",2012.0,Tempting the Best Man,"Tempting the Best Man (Gamble Brothers, #1)"
7368,17158513,17158513,23581952,20,,,C.S. Pacat,2015.0,Prince's Gambit,"Captive Prince: Volume Two (Captive Prince, #2)"
7369,10970532,10970532,15888570,44,373605692,9780373605700.0,Tiffany Reisz,2012.0,The Siren,"The Siren (The Original Sinners, #1)"
7370,267243,267243,1268146,37,743263065,9780743263060.0,William  Kennedy,1983.0,Ironweed,Ironweed
7371,6621101,6621101,14525767,31,345505670,9780345505680.0,Jonathan Kellerman,2009.0,Deception,"Deception (Alex Delaware, #25)"
7372,40580,40580,1084282,14,141019999,9780141019990.0,Michael Moore,2001.0,Stupid white men and other sorry excuses for the state of the nation,Stupid White Men
7373,23766634,23766634,25126752,18,1408857901,9781408857910.0,Sarah J. Maas,2017.0,A Court of Wings and Ruin,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)"
7374,4893390,4893390,4958838,41,7302142,9780007302150.0,Derek Landy,2008.0,The Faceless Ones,"The Faceless Ones (Skulduggery Pleasant, #3)"
7375,63689,63689,811411,59,618658947,9780618658950.0,Paul Theroux,1969.0,The Great Railway Bazaar: By Train Through Asia ,The Great Railway Bazaar
7376,13117308,13117308,18291985,20,1439192987,9781439192990.0,Brad Thor,2012.0,Black List,"Black List (Scot Harvath, #11)"
7377,22417,22417,932279,13,1563894815,9781563894820.0,"Warren Ellis, Darick Robertson",1999.0,"Transmetropolitan, Vol. 2: Lust for Life","Transmetropolitan, Vol. 2: Lust for Life (Transmetropolitan, #2)"
7378,101869,101869,322252,28,441013651,9780441013650.0,Charles Stross,2004.0,The Atrocity Archives,"The Atrocity Archives (Laundry Files, #1)"
7379,10867,10867,1401713,39,786888016,9780786888020.0,Steve Martin,2003.0,The Pleasure of My Company,The Pleasure of My Company
7380,138683,138683,4595372,54,143036432,9780143036430.0,C.J. Sansom,2004.0,Dark Fire,"Dark Fire (Matthew Shardlake, #2)"
7381,17831619,17831619,24948181,23,,,Christina Lauren,2013.0,,"Beautiful Beginning (Beautiful Bastard, #3.5)"
7382,11381910,11381910,16313425,25,393081508,9780393081500.0,Liz Moore,2012.0,Heft,Heft
7383,7998,7998,1178237,25,142401420,9780142401420.0,Brian Jacques,1995.0,Outcast of Redwall,"Outcast of Redwall (Redwall, #8)"
7384,543873,543873,2834931,69,385341067,9780385341070.0,Lloyd Jones,2006.0,Mister Pip,Mister Pip
7385,1191,1191,5386,4,030723827X,9780307238280.0,"Giada De Laurentiis, Victoria Pearson",2006.0,Giada's Family Dinners,Giada's Family Dinners
7386,185012,185012,178823,13,1559362766,9781559362760.0,John Patrick Shanley,2005.0,Doubt: A Parable,Doubt
7387,675614,675614,661618,31,142409863,9780142409860.0,Cate Tiernan,2001.0,Book of Shadows,"Book of Shadows (Sweep, #1)"
7388,2141830,2141830,2147319,22,312348266,9780312348270.0,Beth Harbison,2008.0,Secrets of a shoe addict,"Secrets of a Shoe Addict (Shoe Addict, #2)"
7389,22609080,22609080,26314782,28,147679250X,9781476792510.0,Anna Todd,2014.0,After We Fell,"After We Fell (After, #3)"
7390,6589074,6589074,6782627,16,1442152613,9781442152620.0,Laurie Fabiano,2006.0,Elizabeth Street,Elizabeth Street
7391,13415554,13415554,18721148,14,,,Sarah J. Maas,2012.0,The Assassin and the Pirate Lord,"The Assassin and the Pirate Lord (Throne of Glass, #0.1)"
7392,24965,24965,813445,137,143037579,9780143037580.0,"Søren Kierkegaard, Alastair Hannay",1843.0,Frygt og Bæven,Fear and Trembling
7393,30334,30334,2219294,14,044023803X,9780440238030.0,Amelia Atwater-Rhodes,2003.0,Hawksong,"Hawksong (The Kiesha'ra, #1)"
7394,45260,45260,1396625,23,333725034,9780333725030.0,Peter F. Hamilton,1999.0,The Naked God ,"The Naked God (Night's Dawn, #3)"
7395,14481,14481,1508836,18,60266880,9780060266880.0,"Peggy Parish, Wallace Tripp",1971.0,"Come Back, Amelia Bedelia","Come Back, Amelia Bedelia"
7396,790171,790171,1127127,140,671726528,9780671726520.0,Thor Heyerdahl,1948.0,Kon-Tiki Ekspedisjonen,Kon-Tiki: Across The Pacific In A Raft
7397,15815364,15815364,21541860,42,1594487294,9781594487290.0,Mohsin Hamid,2013.0,How to Get Filthy Rich in Rising Asia,How to Get Filthy Rich in Rising Asia
7398,15852,15852,2638443,266,143039822,9780143039820.0,"Albert Einstein, Nigel Calder, Robert W. Lawson",1916.0,Über die spezielle und die allgemeine Relativitätstheorie,Relativity: The Special and the General Theory
7399,33770,33770,38609,29,006098824X,9780060988240.0,Anna Maxted,2000.0,Getting Over It,Getting Over It
7400,10866233,10866233,15781430,20,545169178,9780545169170.0,Siobhan Vivian,2012.0,The List,The List
7401,19534,19534,993612,15,055337849X,9780553378500.0,David James Duncan,1992.0,The Brothers K,The Brothers K
7402,9484114,9484114,14369512,18,307591565,9780307591560.0,Shawn Achor,2010.0,The Happiness Advantage: The Seven Principles of Positive Psychology That Fuel Success and Performance at Work,The Happiness Advantage: The Seven Principles of Positive Psychology That Fuel Success and Performance at Work
7403,13167796,13167796,18347052,29,765330539,9780765330540.0,W. Bruce Cameron,2012.0,A Dog's Journey: Another Novel for Humans,"A Dog's Journey (A Dog's Purpose, #2)"
7404,11389341,11389341,16321346,30,525952470,9780525952470.0,"Timothy J. Keller, Kathy  Keller",2011.0,,The Meaning of Marriage: Facing the Complexities of Commitment with the Wisdom of God
7405,6672183,6672183,6867146,10,1401225667,9781401225670.0,"Grant Morrison, Frank Quitely, Philip Tan, Jonathan Glapion, Alex Sinclair",2010.0,Batman & Robin: Batman Reborn,Batman & Robin: Batman Reborn
7406,1157452,1157452,1145033,9,1421501201,9781421501210.0,Matsuri Hino,2002.0,めるぷり メルヘン☆プリンス 1,"MeruPuri, Vol. 1 (MeruPuri, #1)"
7407,11031,11031,1248065,103,156029588,9780156029580.0,"Arturo Pérez-Reverte, Margaret Jull Costa",1990.0,La tabla de Flandes,The Flanders Panel
7408,576570,576570,1312136,10,823404420,9780823404420.0,"Janet Stevens, Hans Christian Andersen",1835.0,Prinsessen på ærten,The Princess and the Pea
7409,4662,4662,3315478,62,684842505,9780684842510.0,"F. Scott Fitzgerald, Matthew J. Bruccoli",1920.0,The Short Stories of F. Scott Fitzgerald,The Short Stories
7410,397466,397466,2317232,39,067172939X,9780671729390.0,V.C. Andrews,1986.0,Dark Angel,"Dark Angel (Casteel, #2)"
7411,77787,77787,1134058,26,553298046,9780553298050.0,Timothy Zahn,1997.0,Star Wars: Specter of the Past,"Specter of the Past (Star Wars: The Hand of Thrawn, #1)"
7412,25507925,25507925,45286444,19,,,Tyler Oakley,2015.0,Binge,Binge
7413,22471294,22471294,41912642,22,,,Alessandra Torre,2014.0,Black Lies,Black Lies
7414,351648,351648,1361691,48,61128856,9780061128850.0,Laura Lippman,2007.0,What The Dead Know,What the Dead Know
7415,17798233,17798233,24897193,26,,,"Jay Crownover, Charlotte Connan de vries",2014.0,"Rome (Marked Men, #3)","Rome (Marked Men, #3)"
7416,76527,76527,2280279,342,141439777,9780141439780.0,"Laurence Sterne, Melvyn New",1767.0,"The Life and Opinions of Tristram Shandy, Gentleman","The Life and Opinions of Tristram Shandy, Gentleman"
7417,765148,765148,2260195,49,439287197,9780439287200.0,"Giles Andreae, Guy Parker-Rees",,,Giraffes Can't Dance
7418,98048,98048,2003391,34,142001821,9780142001820.0,Susan Vreeland,2001.0,The Passion of Artemisia,The Passion of Artemisia
7419,270435,270435,124826,23,937611352,9780937611360.0,Louise L. Hay,1976.0,Heal Your Body,Heal Your Body: The Mental Causes for Physical Illness and the Metaphysical Way to Overcome Them
